CHR	BP_START_HG38	BP_END_HG38	SAMTOOLS_START_HG38	SAMTOOLS_END_HG38	IBD2R	GENE
16	15363682	15363890	15363682	15363890	0.9296	NPIPA5
16	15718365	15718391	15718365	15718391	0.2998	MYH11
16	15737499	15737546	15737499	15737546	0.2952	MYH11
16	16393600	16393917	16393600	16393917	0.6101	NPIPA7
16	17470520	17470562	17470520	17470562	0.2622	XYLT1
16	18317991	18318256	18317991	18318256	0.6428	AC126755.7,NPIPA8
16	18318098	18318184	18318098	18318184	0.5656	AC126755.7,NPIPA8
16	21402653	21404084	21402728	21404009	0.5438	NPIPB3
16	21402653	21405114	21402653	21405114	0.5041	NPIPB3
16	21403387	21404862	21403387	21404862	0.4837	NPIPB3
16	21404362	21405114	21404362	21405114	0.4718	NPIPB3
16	21404542	21404871	21404542	21404871	0.4248	NPIPB3
16	21404725	21405000	21404800	21404925	0.6807	NPIPB3
16	21404851	21404886	21404851	21404886	0.6818	NPIPB3
16	21404875	21405149	21404875	21405149	0.4712	NPIPB3
16	21835087	21837565	21835162	21837490	0.4672	NPIPB4
16	21835947	21836521	21835947	21836521	0.3847	NPIPB4
16	21836415	21836628	21836490	21836553	0.6743	NPIPB4
16	21837245	21837394	21837245	21837394	0.6286	NPIPB4
16	21837326	21837600	21837326	21837600	0.6028	NPIPB4
16	22533770	22534044	22533770	22534044	0.6916	NPIPB5
16	22534033	22534068	22534033	22534068	0.7594	NPIPB5
16	22534048	22534711	22534048	22534711	0.6850	NPIPB5
16	22534048	22536016	22534048	22536016	0.6192	NPIPB5
16	22534057	22535534	22534057	22535534	0.6667	NPIPB5
16	22534604	22534814	22534604	22534814	0.6498	NPIPB5
16	22534711	22536016	22534711	22536016	0.5967	NPIPB5
16	22535572	22535598	22535572	22535598	0.4953	NPIPB5
16	28342667	28342832	28342667	28342832	0.9001	NPIPB6
16	28342856	28343016	28342856	28343016	0.7695	NPIPB6
16	28495933	28496186	28496008	28496111	0.8232	APOBR
16	28608332	28608381	28608332	28608381	0.8753	SULT1A1
16	28658200	28658423	28658200	28658423	0.7795	NPIPB8
16	28658248	28658278	28658248	28658278	0.6592	NPIPB8
16	28658444	28658570	28658444	28658570	0.7026	NPIPB8
16	28772325	28772548	28772325	28772548	0.7689	NPIPB9
16	28772373	28772403	28772373	28772403	0.6096	NPIPB9
16	28772569	28772695	28772569	28772695	0.6727	NPIPB9
16	29381728	29384110	29381728	29384110	0.4854	NPIPB11
16	29383092	29383972	29383167	29383897	0.8242	NPIPB11
16	29383835	29384110	29383835	29384110	0.7445	NPIPB11
16	29383961	29383996	29383961	29383996	0.5231	NPIPB11
16	29383985	29384145	29384060	29384070	0.7682	NPIPB11
16	55820341	55820372	55820341	55820372	0.3236	CES1
16	56639265	56639299	56639265	56639299	0.2784	MT1A
16	58515963	58516000	58515963	58516000	0.2977	SETD6
16	71475617	71476009	71475692	71475934	0.3576	ZNF19
16	74391611	74391771	74391611	74391771	0.9285	NPIPB15
16	74391792	74391960	74391792	74391960	0.9429	NPIPB15
16	79598575	79598638	79598575	79598638	0.5505	MAF
16	88736393	88736609	88736468	88736534	0.5787	PIEZO1
16	89196259	89196495	89196259	89196495	0.6673	SLC22A31
16	89232943	89233357	89233018	89233282	0.5045	ZNF778
16	89540943	89541284	89541018	89541209	0.6763	SPG7
16	90029135	90029220	90029135	90029220	0.3174	GAS8-AS1
17	333083	333269	333158	333194	0.8864	AC129507.1,RPH3AL
17	413443	413941	413443	413941	0.5509	C17orf97
17	653056	653331	653131	653256	0.3892	VPS53
17	1006734	1007187	1006734	1007187	0.4707	ABR
17	3930116	3930303	3930191	3930228	0.3465	ATP2A3
17	4933754	4933976	4933829	4933901	0.3943	GP1BA
17	7463351	7463393	7463351	7463393	0.2628	ZBTB4
17	15716496	15717233	15716496	15717233	0.2676	AC005324.4,ZNF286A
17	15716669	15717306	15716669	15717306	0.4721	AC005324.4,ZNF286A
17	18661921	18662558	18661921	18662558	0.5382	TBC1D28,ZNF286B
17	18661993	18662558	18661993	18662558	0.4726	ZNF286B
17	32027836	32027880	32027836	32027880	0.4400	LRRC37B
17	36196599	36196646	36196599	36196646	0.8921	CCL3L1
17	40818868	40818938	40818868	40818938	0.3670	KRT10
17	40818988	40819140	40819063	40819065	0.4772	KRT10,TMEM99
17	41026913	41027150	41026913	41027150	0.3401	KRTAP1-5
17	41029974	41030044	41029974	41030044	0.3664	KRTAP1-4
17	41041125	41041392	41041200	41041317	0.2607	KRTAP1-1
17	41041234	41041363	41041234	41041363	0.3115	KRTAP1-1
17	41046809	41046933	41046809	41046933	0.7412	KRTAP2-1
17	41046831	41047035	41046831	41047035	0.6825	KRTAP2-1
17	41047172	41047215	41047172	41047215	0.6086	KRTAP2-1
17	41054748	41054940	41054823	41054865	0.7215	KRTAP2-2
17	41055116	41055159	41055116	41055159	0.6099	KRTAP2-2
17	41059955	41059998	41059955	41059998	0.4225	KRTAP2-3
17	41065750	41065793	41065750	41065793	0.2769	KRTAP2-4
17	41084275	41084567	41084275	41084567	0.4887	KRTAP4-7
17	41097634	41097900	41097634	41097900	0.7342	KRTAP4-8
17	41097675	41098016	41097675	41098016	0.5955	KRTAP4-8
17	41105457	41105913	41105457	41105913	0.2778	KRTAP4-9
17	41105618	41105916	41105618	41105916	0.3084	KRTAP4-9
17	41117835	41118206	41117910	41118131	0.6921	KRTAP4-11
17	41118163	41118263	41118163	41118263	0.3400	KRTAP4-11
17	41123686	41124066	41123761	41123991	0.3865	KRTAP4-12
17	41139977	41140431	41139977	41140431	0.6773	KRTAP4-6
17	41140129	41140431	41140129	41140431	0.2630	KRTAP4-6
17	41140233	41140433	41140308	41140358	0.2688	KRTAP4-6
17	41167748	41168093	41167823	41168018	0.9353	KRTAP4-3
17	41168038	41168114	41168038	41168114	0.8522	KRTAP4-3
17	41184442	41184552	41184442	41184552	0.5968	KRTAP4-1
17	41184458	41184663	41184533	41184588	0.9599	KRTAP4-1
17	41184458	41184786	41184533	41184711	0.8394	KRTAP4-1
17	41226699	41226908	41226774	41226833	0.2520	KRTAP9-2
17	41227058	41227176	41227058	41227176	0.6113	KRTAP9-2
17	41232523	41232759	41232523	41232759	0.5304	KRTAP9-3
17	41238143	41238293	41238143	41238293	0.5654	KRTAP9-8
17	41238410	41238528	41238410	41238528	0.6468	KRTAP9-8
17	41249742	41249977	41249817	41249902	0.4475	KRTAP9-4
17	41249871	41249979	41249871	41249979	0.5174	KRTAP9-4
17	41255405	41255642	41255405	41255642	0.4800	KRTAP9-9
17	41265400	41265649	41265400	41265649	0.9374	KRTAP9-6
17	41265543	41265665	41265543	41265665	0.9460	KRTAP9-6
17	41265646	41265705	41265646	41265705	0.9393	KRTAP9-6
17	41275717	41275954	41275717	41275954	0.8704	KRTAP9-7
17	41315490	41315541	41315490	41315541	0.5554	KRTAP17-1
17	41586515	41586599	41586515	41586599	0.2521	KRT14
17	42554824	42554860	42554824	42554860	0.4106	HSD17B1
17	57106390	57106493	57106390	57106493	0.3016	AKAP1
17	77215714	77216452	77215789	77216377	0.8067	SEC14L1
17	80090145	80090491	80090220	80090416	0.7817	CCDC40
17	80090217	80090346	80090217	80090346	0.7812	CCDC40
17	80090387	80090481	80090387	80090481	0.7933	CCDC40
17	80209510	80209737	80209585	80209662	0.3762	SGSH
17	80436176	80436292	80436176	80436292	0.6243	ENDOV
17	81251175	81251300	81251175	81251300	0.2708	AC027601.4,SLC38A10
17	82586197	82586568	82586272	82586493	0.4209	FOXK2
18	712350	712517	712425	712442	0.8609	ENOSF1
18	10796794	10797380	10796794	10797380	0.3889	PIEZO2
18	10797338	10797379	10797338	10797379	0.4804	PIEZO2
18	14542772	14543089	14542847	14543014	0.5207	POTEC
18	76987526	76987580	76987526	76987580	0.3003	MBP
19	872932	873155	872932	873155	0.6446	MED16
19	877665	879946	877740	879871	0.2771	MED16
19	2939004	2939291	2939079	2939216	0.8163	ZNF77
19	3590343	3591257	3590418	3591182	0.4134	GIPC3
19	3590362	3591142	3590437	3591067	0.4505	GIPC3
19	3590392	3591423	3590467	3591348	0.3674	GIPC3
19	3590502	3591170	3590577	3591095	0.4751	GIPC3
19	3590506	3590953	3590581	3590878	0.5808	GIPC3
19	3590828	3591419	3590828	3591419	0.3779	GIPC3
19	3592795	3592833	3592795	3592833	0.2889	GIPC3
19	4510857	4513487	4510932	4513412	0.7212	PLIN4
19	4512885	4513191	4512885	4513191	0.8837	PLIN4
19	4954392	4954435	4954392	4954435	0.3150	UHRF1
19	6381396	6381444	6381396	6381444	0.2853	GTF2F1
19	7765776	7766151	7765851	7766076	0.8669	CLEC4M
19	7870804	7871200	7870879	7871125	0.7145	AC010336.3,PRR36
19	7870936	7871120	7870936	7871120	0.7137	AC010336.3,PRR36
19	8499418	8499601	8499493	8499526	0.8066	PRAM1
19	10119051	10119098	10119051	10119098	0.3457	EIF3G
19	12463945	12465517	12463945	12465517	0.2746	AC008758.1,ZNF709
19	12577508	12577553	12577508	12577553	0.4312	AC010422.6
19	17656120	17656196	17656120	17656196	0.2885	UNC13A
19	20117593	20117805	20117593	20117805	0.3800	ZNF90
19	20544314	20545717	20544314	20545717	0.3013	ZNF737
19	20623975	20625378	20624050	20625303	0.5085	ZNF626
19	21655410	21656299	21655410	21656299	0.7735	AC123912.3
19	21655482	21656519	21655482	21656519	0.7413	AC123912.3
19	22391594	22392638	22391669	22392563	0.6892	ZNF98
19	22664143	22665187	22664218	22665112	0.4937	ZNF492
19	22755110	22759340	22755185	22759265	0.2681	ZNF99
19	34741149	34742044	34741224	34741969	0.4254	ZNF181
19	34741150	34741687	34741225	34741612	0.5633	ZNF181
19	34943461	34944774	34943536	34944699	0.2908	ZNF30
19	34958233	34959016	34958308	34958941	0.2757	ZNF792
19	35526704	35527957	35526779	35527882	0.7772	SBSN
19	35527101	35527847	35527176	35527772	0.8322	SBSN
19	36996773	36997698	36996773	36997698	0.6684	ZNF568
19	39876903	39876945	39876903	39876945	0.6056	FCGBP
19	39893156	39893198	39893156	39893198	0.5553	FCGBP
19	41322604	41322635	41322604	41322635	0.2538	CCDC97
19	43613325	43613554	43613400	43613479	0.3768	SRRM5
19	44273855	44274638	44273855	44274638	0.2636	ZNF233
19	44273987	44274625	44273987	44274625	0.2687	ZNF233
19	44819820	44819872	44819820	44819872	0.3137	BCAM
19	44819931	44819990	44819931	44819990	0.6495	BCAM
19	45901375	45901414	45901375	45901414	0.3896	MYPOP
19	47802225	47802696	47802225	47802696	0.6514	TPRX1
19	48153657	48153899	48153732	48153824	0.2838	LIG1
19	48599275	48599366	48599275	48599366	0.2721	SULT2B1
19	48746582	48746614	48746582	48746614	0.3826	IZUMO1
19	48874554	48874600	48874554	48874600	0.3760	PPP1R15A
19	49746666	49746738	49746666	49746738	0.2706	TSKS
19	49960114	49960145	49960114	49960145	0.6293	SIGLEC11
19	51416643	51416674	51416643	51416674	0.3199	AC008750.2,SIGLEC10
19	51630306	51630334	51630306	51630334	0.5763	SIGLEC5
19	51646730	51646758	51646730	51646758	0.6778	AC018755.2,SIGLEC14
19	51872902	51873532	51872902	51873532	0.3606	ZNF577
19	52384192	52385357	52384192	52385357	0.4386	ZNF880
19	52612695	52614201	52612770	52614126	0.3016	ZNF83
19	52840367	52841502	52840442	52841427	0.3786	ZNF468
19	52923467	52923519	52923467	52923519	0.3814	ZNF888
19	53108283	53109343	53108358	53109268	0.4668	ZNF415
19	53237134	53237951	53237134	53237951	0.3511	ZNF677
19	54076238	54076398	54076238	54076398	0.2504	TARM1
19	55358512	55358562	55358512	55358562	0.4217	AC020922.1,FAM71E2
19	55517720	55518253	55517795	55518178	0.4451	SSC5D
19	55517837	55518082	55517912	55518007	0.5060	SSC5D
19	55517968	55518023	55517968	55518023	0.5237	SSC5D
19	55862156	55862779	55862231	55862704	0.3518	NLRP4
19	56554520	56554914	56554520	56554914	0.3108	ZFP28
19	56577171	56578535	56577246	56578460	0.3245	ZNF470
19	56663747	56664817	56663747	56664817	0.5589	ZNF835
19	57493310	57494082	57493385	57494007	0.2507	ZNF419
19	57506732	57507416	57506807	57507341	0.2551	ZNF773
19	57507848	57508158	57507848	57508158	0.6217	ZNF773
19	57841451	57842094	57841451	57842094	0.4815	ZNF587B
19	57842208	57842508	57842208	57842508	0.2839	ZNF587B
19	57859151	57859665	57859226	57859590	0.7867	ZNF587,ZNF814
19	57859195	57859915	57859195	57859915	0.7473	ZNF587,ZNF814
19	57859361	57860243	57859361	57860243	0.6119	ZNF587,ZNF814
19	57859861	57860243	57859861	57860243	0.4114	ZNF587,ZNF814
19	57908775	57909506	57908775	57909506	0.7358	ZNF417
19	57909025	57909545	57909100	57909470	0.8020	ZNF417
19	58060150	58060334	58060225	58060259	0.6427	ZNF135
19	58277217	58277294	58277217	58277294	0.4803	ZNF544
20	17659123	17659247	17659123	17659247	0.3743	RRBP1
20	45208095	45208486	45208170	45208411	0.3603	SEMG1
20	45367500	45367570	45367500	45367570	0.3242	SYS1
20	47666008	47666359	47666083	47666284	0.7896	SULF2
20	62813163	62813552	62813238	62813477	0.8394	OGFR
20	63964807	63966163	63964882	63966088	0.8088	ZNF512B
21	10413676	10413807	10413676	10413807	0.4111	BAGE2
21	13610286	13610600	13610286	13610600	0.9189	POTED
21	30541706	30541767	30541706	30541767	0.3653	KRTAP19-6
21	43737662	43737758	43737662	43737758	0.3299	PDXK
21	44229597	44229752	44229597	44229752	0.9186	ICOSLG
21	44539473	44539916	44539473	44539916	0.4801	KRTAP10-1
21	44539488	44539523	44539488	44539523	0.6454	KRTAP10-1
21	44550881	44551224	44550881	44551224	0.3292	KRTAP10-2
21	44551113	44551165	44551113	44551165	0.3721	KRTAP10-2
21	44573932	44573989	44573932	44573989	0.5075	KRTAP10-4
21	44574082	44574147	44574082	44574147	0.8888	KRTAP10-4
21	44574367	44574461	44574367	44574461	0.6007	KRTAP10-4
21	44574380	44574817	44574380	44574817	0.4147	KRTAP10-4
21	44579934	44580361	44579934	44580361	0.2862	KRTAP10-5
21	44591659	44592307	44591659	44592307	0.5572	KRTAP10-6
21	44592096	44592161	44592096	44592161	0.8134	KRTAP10-6
21	44592254	44592311	44592254	44592311	0.7613	KRTAP10-6
21	44600945	44601008	44600945	44601008	0.8960	KRTAP10-7
21	44627403	44627766	44627403	44627766	0.5009	KRTAP10-4,KRTAP10-9
21	44627465	44627515	44627465	44627515	0.4891	KRTAP10-9
21	44637696	44637743	44637696	44637743	0.3282	KRTAP10-10,KRTAP10-4
21	44638014	44638050	44638014	44638050	0.4329	KRTAP10-10,KRTAP10-4
21	44666613	44666800	44666613	44666800	0.2536	KRTAP12-2
21	44666777	44666860	44666777	44666860	0.4313	KRTAP12-2
21	44697451	44697732	44697451	44697732	0.3008	KRTAP10-12
21	44697510	44697575	44697510	44697575	0.3113	KRTAP10-12
21	45224473	45224597	45224473	45224597	0.2610	ADARB1
21	45224497	45224747	45224572	45224672	0.2576	ADARB1
21	45265646	45265708	45265646	45265708	0.4486	POFUT2
21	46334453	46334765	46334528	46334690	0.3911	PCNT
22	15690135	15690562	15690135	15690562	0.6086	POTEH
22	18611282	18611326	18611282	18611326	0.7493	RIMBP3
22	20354348	20362268	20354423	20362193	0.7908	AC007731.1
22	20989677	20989763	20989677	20989763	0.3424	AC002470.2,LZTR1
22	21383933	21383981	21383933	21383981	0.5350	RIMBP3B
22	21549668	21549715	21549668	21549715	0.6802	RIMBP3C
22	21550854	21550902	21550854	21550902	0.4937	RIMBP3C
22	37509594	37510229	37509669	37510154	0.3617	CARD10
22	37568317	37568479	37568317	37568479	0.3936	CDC42EP1
22	37723761	37724957	37723836	37724882	0.8661	TRIOBP,Z83844.1
22	37723979	37724089	37723979	37724089	0.7770	TRIOBP,Z83844.1
22	37724241	37725006	37724241	37725006	0.8563	TRIOBP,Z83844.1
22	37724273	37724383	37724273	37724383	0.9207	TRIOBP,Z83844.1
22	45328000	45328393	45328075	45328318	0.9198	FAM118A
22	49922264	49922328	49922264	49922328	0.7623	CRELD2
22	50063621	50064060	50063621	50064060	0.6988	MLC1
22	50255051	50255197	50255051	50255197	0.7762	MAPK12
